locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILPPLFEM_00393	CDS	180	secE_1			Protein translocase subunit SecE
ILPPLFEM_00394	tRNA	75				tRNA-Trp(cca)
ILPPLFEM_00395	tRNA	73				tRNA-Thr(ggt)
ILPPLFEM_00396	CDS	864	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
ILPPLFEM_00397	CDS	507				hypothetical protein
ILPPLFEM_00398	CDS	744				hypothetical protein
ILPPLFEM_00399	CDS	1302	hisS_1	6.1.1.21	COG0124	Histidine--tRNA ligase
ILPPLFEM_00400	CDS	813	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
ILPPLFEM_00401	CDS	1158	neuB	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
ILPPLFEM_00402	CDS	3183	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
ILPPLFEM_00403	CDS	939				hypothetical protein
ILPPLFEM_00404	CDS	609	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
ILPPLFEM_00405	CDS	1344				hypothetical protein
ILPPLFEM_00406	CDS	1488				hypothetical protein
ILPPLFEM_00407	CDS	1506				hypothetical protein
ILPPLFEM_00408	CDS	3096				hypothetical protein
ILPPLFEM_00409	CDS	492				hypothetical protein
ILPPLFEM_00410	CDS	582	ywlC_1	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
ILPPLFEM_00411	CDS	840				putative protein
ILPPLFEM_00412	CDS	465	smpB_1		COG0691	SsrA-binding protein
ILPPLFEM_00413	CDS	696				hypothetical protein
ILPPLFEM_00414	CDS	1173	hemW_1		COG0635	Heme chaperone HemW
ILPPLFEM_00415	CDS	1920	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ILPPLFEM_00416	CDS	831	folP	2.5.1.15	COG0294	Dihydropteroate synthase
ILPPLFEM_00417	CDS	828	dacA	2.7.7.85	COG1624	Diadenylate cyclase
ILPPLFEM_00418	CDS	1041				hypothetical protein
ILPPLFEM_00419	CDS	384	acpS_1	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
ILPPLFEM_00420	CDS	909				hypothetical protein
ILPPLFEM_00421	CDS	786	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
ILPPLFEM_00422	CDS	1215				hypothetical protein
ILPPLFEM_00423	CDS	567				hypothetical protein
ILPPLFEM_00424	CDS	441				hypothetical protein
ILPPLFEM_00425	CDS	420	nudG_1	3.6.1.65	COG0494	CTP pyrophosphohydrolase
ILPPLFEM_00426	CDS	387				hypothetical protein
ILPPLFEM_00427	CDS	330				hypothetical protein
ILPPLFEM_00428	tmRNA	365	ssrA			transfer-messenger RNA, SsrA
ILPPLFEM_00429	CDS	552				hypothetical protein
ILPPLFEM_00430	CDS	339	rsbV		COG1366	Anti-sigma-B factor antagonist
ILPPLFEM_00431	CDS	1728				hypothetical protein
ILPPLFEM_00432	CDS	930				hypothetical protein
ILPPLFEM_00433	CDS	771				hypothetical protein
ILPPLFEM_00434	CDS	1374	cpoB_1			Cell division coordinator CpoB
ILPPLFEM_00435	CDS	1098				hypothetical protein
ILPPLFEM_00436	CDS	3405	lapB_2			Lipopolysaccharide assembly protein B
ILPPLFEM_00437	CDS	1839	mutL_1			DNA mismatch repair protein MutL
ILPPLFEM_00438	CDS	300	xseB_1	3.1.11.6		Exodeoxyribonuclease 7 small subunit
ILPPLFEM_00439	CDS	1209	xseA_1	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
ILPPLFEM_00440	CDS	1623				hypothetical protein
ILPPLFEM_00441	CDS	978				hypothetical protein
ILPPLFEM_00442	CDS	2535	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
ILPPLFEM_00443	CDS	1569	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
ILPPLFEM_00444	CDS	1032				hypothetical protein
ILPPLFEM_00445	CDS	465				hypothetical protein
ILPPLFEM_00446	CDS	1086	flaA			Flagellar filament outer layer protein
ILPPLFEM_00447	CDS	1254				hypothetical protein
ILPPLFEM_00448	tRNA	73				tRNA-Glu(ttc)
ILPPLFEM_00449	CDS	1203	yidE_1			Putative transport protein YidE
ILPPLFEM_00450	CDS	507				hypothetical protein
ILPPLFEM_00451	CDS	2667	leuS_1	6.1.1.4		Leucine--tRNA ligase
ILPPLFEM_00452	CDS	933	mneS		COG0053	Manganese efflux system protein MneS
ILPPLFEM_00453	CDS	996	dusB_1	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
ILPPLFEM_00454	CDS	504				hypothetical protein
ILPPLFEM_00455	CDS	840	apbC		COG0489	Iron-sulfur cluster carrier protein
ILPPLFEM_00456	CDS	1059	tagO_1	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
ILPPLFEM_00457	CDS	1830	argS_1	6.1.1.19	COG0018	Arginine--tRNA ligase
ILPPLFEM_00458	CDS	1365	prpC1	2.3.3.5	COG0372	2-methylcitrate synthase 1
ILPPLFEM_00459	CDS	660	grpE_1			Protein GrpE
ILPPLFEM_00460	CDS	1950	dnaK_1			Chaperone protein DnaK
ILPPLFEM_00461	CDS	1149	dnaJ_1		COG0484	Chaperone protein DnaJ
ILPPLFEM_00462	CDS	1401				hypothetical protein
ILPPLFEM_00463	CDS	2253				hypothetical protein
ILPPLFEM_00464	CDS	333				hypothetical protein
ILPPLFEM_00465	CDS	831				hypothetical protein
ILPPLFEM_00466	CDS	612	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
ILPPLFEM_00467	CDS	642	gph_2	3.1.3.18		Phosphoglycolate phosphatase
ILPPLFEM_00468	CDS	1335				hypothetical protein
ILPPLFEM_00469	CDS	978	lacF_2			Lactose transport system permease protein LacF
ILPPLFEM_00470	CDS	912				hypothetical protein
ILPPLFEM_00471	CDS	2070	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
ILPPLFEM_00472	CDS	666		3.-.-.-		putative protein
ILPPLFEM_00473	CDS	861	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
ILPPLFEM_00474	CDS	930				hypothetical protein
ILPPLFEM_00475	CDS	651	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
ILPPLFEM_00476	CDS	837	mazG_1	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
ILPPLFEM_00477	CDS	663	pth_1	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
ILPPLFEM_00478	CDS	717	rhaS_1			HTH-type transcriptional activator RhaS
ILPPLFEM_00479	CDS	1041				hypothetical protein
ILPPLFEM_00480	CDS	1212	yciC_1		COG0523	Putative metal chaperone YciC
ILPPLFEM_00481	CDS	2061				hypothetical protein
ILPPLFEM_00482	CDS	2880				hypothetical protein
ILPPLFEM_00483	CDS	3798	addA_1	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
ILPPLFEM_00484	CDS	747				hypothetical protein
ILPPLFEM_00485	CDS	1113				hypothetical protein
ILPPLFEM_00486	CDS	708				hypothetical protein
ILPPLFEM_00487	CDS	228				hypothetical protein
ILPPLFEM_00488	CDS	1515	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
ILPPLFEM_00489	CDS	789	nudC_1	3.6.1.22		NADH pyrophosphatase
ILPPLFEM_00490	CDS	1479	ilvC_1	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
ILPPLFEM_00491	CDS	1176				hypothetical protein
ILPPLFEM_00492	CDS	792	thiD_1	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
ILPPLFEM_00493	CDS	672	thiE_1	2.5.1.3		Thiamine-phosphate synthase
ILPPLFEM_00494	CDS	819	thiM_1	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
ILPPLFEM_00495	CDS	459				hypothetical protein
ILPPLFEM_00496	CDS	1734	thi4	2.4.2.59		Thiamine thiazole synthase
ILPPLFEM_00497	CDS	801				hypothetical protein
ILPPLFEM_00498	CDS	918				hypothetical protein
ILPPLFEM_00499	CDS	1020	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
ILPPLFEM_00500	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
ILPPLFEM_00501	CDS	1245				hypothetical protein
ILPPLFEM_00502	CDS	765				hypothetical protein
ILPPLFEM_00503	CDS	1230				hypothetical protein
ILPPLFEM_00504	CDS	804	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
ILPPLFEM_00505	CDS	918				hypothetical protein
ILPPLFEM_00506	CDS	975				hypothetical protein
ILPPLFEM_00507	CDS	1518	putP		COG0591	High-affinity proline transporter PutP
ILPPLFEM_00508	CDS	189				hypothetical protein
ILPPLFEM_00509	CDS	1332				hypothetical protein
ILPPLFEM_00510	CDS	849	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
ILPPLFEM_00511	CDS	846	melC_1		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
ILPPLFEM_00512	CDS	1038	degA_2		COG1609	HTH-type transcriptional regulator DegA
ILPPLFEM_00513	CDS	1485	malQ_1	2.4.1.25	COG1640	4-alpha-glucanotransferase
ILPPLFEM_00514	CDS	2160				hypothetical protein
ILPPLFEM_00515	CDS	1326				hypothetical protein
ILPPLFEM_00516	CDS	1833	aspS	6.1.1.12		Aspartate--tRNA ligase
ILPPLFEM_00517	CDS	633				hypothetical protein
ILPPLFEM_00518	CDS	1164				hypothetical protein
ILPPLFEM_00519	CDS	1413				hypothetical protein
ILPPLFEM_00520	CDS	438				hypothetical protein
ILPPLFEM_00521	CDS	426				hypothetical protein
ILPPLFEM_00522	CDS	318				hypothetical protein
ILPPLFEM_00523	CDS	1176	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
ILPPLFEM_00524	CDS	1173	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
ILPPLFEM_00525	CDS	753	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
ILPPLFEM_00526	CDS	732	tcyL_1		COG0765	L-cystine transport system permease protein TcyL
ILPPLFEM_00527	CDS	702	tcyL_2		COG0765	L-cystine transport system permease protein TcyL
ILPPLFEM_00528	CDS	825	tcyJ		COG0834	L-cystine-binding protein TcyJ
ILPPLFEM_00529	CDS	990				hypothetical protein
ILPPLFEM_00530	CDS	1848				hypothetical protein
ILPPLFEM_00531	CDS	2466				hypothetical protein
ILPPLFEM_00532	CDS	1362	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
ILPPLFEM_00533	CDS	1296	hisI_1	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
ILPPLFEM_00534	CDS	1173	purH_1	3.5.4.10		Bifunctional purine biosynthesis protein PurH
ILPPLFEM_00535	CDS	777				hypothetical protein
ILPPLFEM_00536	CDS	1002	lgt_1	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
ILPPLFEM_00537	CDS	1152				Iron-sulfur cluster carrier protein
ILPPLFEM_00538	CDS	723				hypothetical protein
ILPPLFEM_00539	CDS	777				hypothetical protein
ILPPLFEM_00540	CDS	612				Bifunctional xylanase/deacetylase
ILPPLFEM_00541	CDS	1449	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
ILPPLFEM_00542	CDS	1398				hypothetical protein
ILPPLFEM_00543	CDS	267				hypothetical protein
ILPPLFEM_00544	CDS	447				hypothetical protein
ILPPLFEM_00545	CDS	1011				hypothetical protein
ILPPLFEM_00546	CDS	297				hypothetical protein
ILPPLFEM_00547	CDS	1140				hypothetical protein
ILPPLFEM_00548	CDS	660				hypothetical protein
ILPPLFEM_00549	CDS	2385	lacZ_1	3.2.1.23		Beta-galactosidase
ILPPLFEM_00550	CDS	1047	add	3.5.4.46	COG1816	Cyclic adenylate deaminase
ILPPLFEM_00551	CDS	330				hypothetical protein
ILPPLFEM_00552	CDS	897				hypothetical protein
ILPPLFEM_00553	CDS	900	cntI			Pseudopaline exporter CntI
ILPPLFEM_00554	CDS	954	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
ILPPLFEM_00555	CDS	957	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
ILPPLFEM_00556	tRNA	75				tRNA-Lys(ttt)
ILPPLFEM_00557	CDS	2034	fus_1			Elongation factor G
ILPPLFEM_00558	CDS	1026		3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase
ILPPLFEM_00559	CDS	1989	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
ILPPLFEM_00560	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
ILPPLFEM_00561	CDS	786				hypothetical protein
ILPPLFEM_00562	CDS	675				hypothetical protein
ILPPLFEM_00563	CDS	1548	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
ILPPLFEM_00564	CDS	2346	cmk_3	2.7.4.25		Cytidylate kinase
ILPPLFEM_00565	CDS	771		5.4.99.-	COG1187	putative RNA pseudouridine synthase
ILPPLFEM_00566	CDS	660	scpB			Segregation and condensation protein B
ILPPLFEM_00567	CDS	756	scpA		COG1354	Segregation and condensation protein A
ILPPLFEM_00568	CDS	507	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
ILPPLFEM_00569	CDS	1269	recA_1			Protein RecA
ILPPLFEM_00570	CDS	942		1.8.3.7	COG1262	Formylglycine-generating enzyme
ILPPLFEM_00571	CDS	888				hypothetical protein
ILPPLFEM_00572	CDS	1005				hypothetical protein
ILPPLFEM_00573	CDS	300	trpR			Trp operon repressor
ILPPLFEM_00574	CDS	714				hypothetical protein
ILPPLFEM_00575	CDS	1518				hypothetical protein
ILPPLFEM_00576	CDS	1629				hypothetical protein
ILPPLFEM_00577	CDS	1806	lepA	3.6.5.-	COG0481	Elongation factor 4
ILPPLFEM_00578	CDS	1665				hypothetical protein
ILPPLFEM_00579	CDS	2118				hypothetical protein
ILPPLFEM_00580	CDS	1365	tilS_1	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
ILPPLFEM_00581	CDS	555	rplY		COG1825	50S ribosomal protein L25
ILPPLFEM_00582	tRNA	75				tRNA-Gln(ttg)
ILPPLFEM_00583	CDS	279	spoVG			Putative septation protein SpoVG
ILPPLFEM_00584	CDS	888	ispE_1	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
ILPPLFEM_00585	CDS	771	zupT_1		COG0428	Zinc transporter ZupT
ILPPLFEM_00586	CDS	1308				hypothetical protein
ILPPLFEM_00587	CDS	939	mdtA_1			Multidrug resistance protein MdtA
ILPPLFEM_00588	CDS	3105	mdtC_1			Multidrug resistance protein MdtC
ILPPLFEM_00589	CDS	291				hypothetical protein
ILPPLFEM_00590	CDS	1605	pyrG_1	6.3.4.2		CTP synthase
ILPPLFEM_00591	CDS	585	pdtaR_1		COG3707	putative transcriptional regulatory protein pdtaR
ILPPLFEM_00592	CDS	1209	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
ILPPLFEM_00593	CDS	657				hypothetical protein
ILPPLFEM_00594	CDS	2094	glnA_2	6.3.1.2		Glutamine synthetase
ILPPLFEM_00595	CDS	480				hypothetical protein
ILPPLFEM_00596	CDS	993				hypothetical protein
ILPPLFEM_00597	CDS	1752				hypothetical protein
ILPPLFEM_00598	CDS	1320				hypothetical protein
ILPPLFEM_00599	CDS	249				hypothetical protein
ILPPLFEM_00600	CDS	1569				hypothetical protein
ILPPLFEM_00601	CDS	1155	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
ILPPLFEM_00602	CDS	222				hypothetical protein
ILPPLFEM_00603	CDS	978				hypothetical protein
ILPPLFEM_00604	CDS	1488				hypothetical protein
ILPPLFEM_00605	CDS	1533	rhaR_2			HTH-type transcriptional activator RhaR
ILPPLFEM_00606	CDS	1038	xylF		COG4213	D-xylose-binding periplasmic protein
ILPPLFEM_00607	CDS	990				hypothetical protein
ILPPLFEM_00608	CDS	879			COG1721	putative protein
ILPPLFEM_00609	CDS	1047				hypothetical protein
ILPPLFEM_00610	CDS	1002				hypothetical protein
ILPPLFEM_00611	CDS	1617				hypothetical protein
ILPPLFEM_00612	CDS	1383				hypothetical protein
ILPPLFEM_00613	CDS	558	mutS2_2	3.1.-.-		Endonuclease MutS2
ILPPLFEM_00614	CDS	507	dnaJ_2			Chaperone protein DnaJ
ILPPLFEM_00615	CDS	459	rnhA_1	3.1.26.4	COG0328	Ribonuclease HI
ILPPLFEM_00616	CDS	498				hypothetical protein
ILPPLFEM_00617	CDS	1290	hflX		COG2262	GTPase HflX
ILPPLFEM_00618	CDS	210				hypothetical protein
ILPPLFEM_00619	CDS	393	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
ILPPLFEM_00620	CDS	1533				hypothetical protein
ILPPLFEM_00621	CDS	2220				hypothetical protein
ILPPLFEM_00622	CDS	396				hypothetical protein
ILPPLFEM_00623	CDS	942				hypothetical protein
ILPPLFEM_00624	CDS	801				hypothetical protein
ILPPLFEM_00625	CDS	1305	pbuG_1		COG2252	Guanine/hypoxanthine permease PbuG
ILPPLFEM_00626	CDS	498				hypothetical protein
ILPPLFEM_00627	CDS	1998		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
ILPPLFEM_00628	CDS	1401	amyE_1	3.2.1.1		Alpha-amylase
ILPPLFEM_00629	CDS	1356	yeeO_2		COG0534	putative FMN/FAD exporter YeeO
ILPPLFEM_00630	CDS	918				hypothetical protein
ILPPLFEM_00631	CDS	534	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
ILPPLFEM_00632	CDS	1287	dmdA_1	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
ILPPLFEM_00633	CDS	945	hpr_1	1.1.1.81	COG1052	Hydroxypyruvate reductase
ILPPLFEM_00634	CDS	210				hypothetical protein
ILPPLFEM_00635	CDS	1029	rlmN_1	2.1.1.192	COG0820	putative dual-specificity RNA methyltransferase RlmN
ILPPLFEM_00636	CDS	1146	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
ILPPLFEM_00637	CDS	339				hypothetical protein
ILPPLFEM_00638	CDS	570	rsmD_1	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
ILPPLFEM_00639	CDS	1341				hypothetical protein
ILPPLFEM_00640	CDS	2469	cbpA_1	2.4.1.20	COG3459	Cellobiose phosphorylase
ILPPLFEM_00641	CDS	1077	purR_1			HTH-type transcriptional repressor PurR
ILPPLFEM_00642	CDS	1206	mglB		COG1879	Glucose/galactose-binding lipoprotein
ILPPLFEM_00643	CDS	1494	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
ILPPLFEM_00644	CDS	1683				hypothetical protein
ILPPLFEM_00645	tRNA	81				tRNA-Tyr(gta)
ILPPLFEM_00646	tRNA	73				tRNA-Thr(tgt)
ILPPLFEM_00647	CDS	1206	aspC_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
ILPPLFEM_00648	CDS	1482	glgA_1	2.4.1.21	COG0297	Glycogen synthase
ILPPLFEM_00649	CDS	1086	trpS2_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
ILPPLFEM_00650	CDS	930		3.1.1.23	COG2267	Monoacylglycerol lipase
ILPPLFEM_00651	CDS	1125	pcnB_1	2.7.7.19		Poly(A) polymerase I
ILPPLFEM_00652	CDS	846				hypothetical protein
ILPPLFEM_00653	CDS	945	rluC_1	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
ILPPLFEM_00654	CDS	474				hypothetical protein
ILPPLFEM_00655	CDS	1395				hypothetical protein
ILPPLFEM_00656	CDS	1275	rnfC_1	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
ILPPLFEM_00657	CDS	1077	rsxD	7.-.-.-		Ion-translocating oxidoreductase complex subunit D
ILPPLFEM_00658	CDS	504				hypothetical protein
ILPPLFEM_00659	CDS	615				hypothetical protein
ILPPLFEM_00660	CDS	558				hypothetical protein
ILPPLFEM_00661	CDS	603	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
ILPPLFEM_00662	CDS	1965	amyA	3.2.1.1	COG1449	Alpha-amylase 1
ILPPLFEM_00663	CDS	1128				hypothetical protein
ILPPLFEM_00664	CDS	2328	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
ILPPLFEM_00665	CDS	456	wbbD_1	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
ILPPLFEM_00666	CDS	246				hypothetical protein
ILPPLFEM_00667	CDS	345				hypothetical protein
ILPPLFEM_00668	CDS	279	hup_1			DNA-binding protein HU
ILPPLFEM_00669	CDS	291	rpsF_1		COG0360	30S ribosomal protein S6
ILPPLFEM_00670	CDS	489	ssb_1		COG0629	Single-stranded DNA-binding protein
ILPPLFEM_00671	CDS	315				hypothetical protein
ILPPLFEM_00672	CDS	522	rplI_1		COG0359	50S ribosomal protein L9
ILPPLFEM_00673	CDS	1329	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
ILPPLFEM_00674	CDS	945	rbn_1	3.1.26.11		Ribonuclease BN
ILPPLFEM_00675	CDS	1056	mltG_1	4.2.2.-		Endolytic murein transglycosylase
ILPPLFEM_00676	CDS	1803	dnaG_1	2.7.7.-		DNA primase
ILPPLFEM_00677	CDS	1968	rpoD			RNA polymerase sigma factor RpoD
ILPPLFEM_00678	CDS	864				hypothetical protein
ILPPLFEM_00679	CDS	963				hypothetical protein
ILPPLFEM_00680	CDS	1053	mreB_1		COG1077	Cell shape-determining protein MreB
ILPPLFEM_00681	CDS	879	mreC		COG1792	Cell shape-determining protein MreC
ILPPLFEM_00682	CDS	513				hypothetical protein
ILPPLFEM_00683	CDS	1914	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
ILPPLFEM_00684	CDS	1320	mrdB_1	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
ILPPLFEM_00685	CDS	2718				hypothetical protein
ILPPLFEM_00686	CDS	3741	mfd_1	3.6.4.-		Transcription-repair-coupling factor
ILPPLFEM_00687	CDS	978				hypothetical protein
ILPPLFEM_00688	CDS	390				hypothetical protein
ILPPLFEM_00689	tRNA	86				tRNA-Leu(cag)
ILPPLFEM_00690	CDS	720	yjjG_1	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
ILPPLFEM_00691	CDS	1152	alr1_1	5.1.1.1	COG0787	Alanine racemase 1
ILPPLFEM_00692	CDS	1434	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
ILPPLFEM_00693	CDS	849				hypothetical protein
ILPPLFEM_00694	CDS	2232				hypothetical protein
ILPPLFEM_00695	CDS	720	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
ILPPLFEM_00696	CDS	999	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
ILPPLFEM_00697	CDS	756				hypothetical protein
ILPPLFEM_00698	CDS	1116	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
ILPPLFEM_00699	CDS	960	rfbD_1	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
ILPPLFEM_00700	CDS	426				IS200/IS605 family transposase ISCth10
ILPPLFEM_00701	CDS	318				hypothetical protein
ILPPLFEM_00702	CDS	3189	mdtC_2			Multidrug resistance protein MdtC
ILPPLFEM_00703	CDS	954	mdtA_2			Multidrug resistance protein MdtA
ILPPLFEM_00704	CDS	1416				hypothetical protein
ILPPLFEM_00705	CDS	1293	slmA_1			Nucleoid occlusion factor SlmA
ILPPLFEM_00706	CDS	1218				hypothetical protein
ILPPLFEM_00707	CDS	2214				hypothetical protein
ILPPLFEM_00708	CDS	3447				hypothetical protein
ILPPLFEM_00709	CDS	762				hypothetical protein
ILPPLFEM_00710	CDS	249				hypothetical protein
ILPPLFEM_00711	CDS	606				hypothetical protein
ILPPLFEM_00712	CDS	537				hypothetical protein
ILPPLFEM_00713	CDS	1257				hypothetical protein
ILPPLFEM_00714	CDS	1110				hypothetical protein
ILPPLFEM_00715	CDS	897				hypothetical protein
ILPPLFEM_00716	CDS	462				hypothetical protein
ILPPLFEM_00717	CDS	1722				hypothetical protein
ILPPLFEM_00718	CDS	195				hypothetical protein
ILPPLFEM_00719	CDS	639				hypothetical protein
ILPPLFEM_00720	CDS	126				hypothetical protein
ILPPLFEM_00721	CDS	318				hypothetical protein
ILPPLFEM_00722	CDS	1539				hypothetical protein
ILPPLFEM_00723	CDS	615				hypothetical protein
ILPPLFEM_00724	CDS	639				hypothetical protein
ILPPLFEM_00725	CDS	432				hypothetical protein
ILPPLFEM_00726	CDS	309				hypothetical protein
ILPPLFEM_00727	CDS	261				hypothetical protein
ILPPLFEM_00728	CDS	417				hypothetical protein
ILPPLFEM_00729	CDS	285				hypothetical protein
ILPPLFEM_00730	CDS	360				hypothetical protein
ILPPLFEM_00731	CDS	204				hypothetical protein
ILPPLFEM_00732	CDS	285				hypothetical protein
ILPPLFEM_00733	CDS	375				hypothetical protein
ILPPLFEM_00734	CDS	213				hypothetical protein
ILPPLFEM_00735	CDS	153				hypothetical protein
ILPPLFEM_00736	CDS	879	traC	2.7.7.-		DNA primase TraC
ILPPLFEM_00737	CDS	339				hypothetical protein
ILPPLFEM_00738	CDS	315	dnaA_2			Chromosomal replication initiator protein DnaA
ILPPLFEM_00739	CDS	285				hypothetical protein
ILPPLFEM_00740	CDS	495	dnaG_2	2.7.7.-		DNA primase
ILPPLFEM_00741	CDS	276				hypothetical protein
ILPPLFEM_00742	CDS	402				hypothetical protein
ILPPLFEM_00743	CDS	255				hypothetical protein
ILPPLFEM_00744	CDS	432				hypothetical protein
ILPPLFEM_00745	CDS	396				hypothetical protein
ILPPLFEM_00746	CDS	420				hypothetical protein
ILPPLFEM_00747	CDS	351				hypothetical protein
ILPPLFEM_00748	CDS	258				hypothetical protein
ILPPLFEM_00749	CDS	168				hypothetical protein
ILPPLFEM_00750	CDS	342				hypothetical protein
ILPPLFEM_00751	CDS	354				hypothetical protein
ILPPLFEM_00752	CDS	321				hypothetical protein
ILPPLFEM_00753	CDS	402				hypothetical protein
ILPPLFEM_00754	CDS	672				hypothetical protein
ILPPLFEM_00755	CDS	660				hypothetical protein
ILPPLFEM_00756	CDS	381				hypothetical protein
